Soil Moisture,Temperature,Humidity,Rain,Crop Type,Pump
47.13,20.19,78.1,1,Maize,0
72.01,16.03,91.01,1,Rice,0
75.07,46.25,27.53,0,Wheat,0
23.51,22.94,31.67,0,Sugarcane,1
61.87,22.92,92.0,0,Rice,0
21.51,17.75,22.83,0,Cotton,1
73.87,45.64,93.32,0,Rice,0
65.84,34.13,20.35,0,Cotton,0
91.31,37.01,85.53,0,Rice,0
15.86,45.08,43.05,0,Rice,0
14.85,26.41,90.39,0,Cotton,1
33.99,35.51,43.77,0,Wheat,0
32.24,16.28,69.07,1,Sugarcane,0
30.99,21.16,26.0,0,Sugarcane,1
87.03,42.43,38.17,1,Wheat,0
31.21,40.3,78.03,0,Rice,1
33.12,26.57,59.65,1,Sugarcane,0
74.55,27.43,89.6,1,Wheat,1
48.23,32.61,52.16,0,Wheat,0
76.02,15.01,85.24,0,Sugarcane,0
15.56,22.96,53.67,1,Cotton,0
51.44,21.87,93.44,0,Maize,0
12.86,23.27,91.99,1,Cotton,0
15.33,41.59,44.69,1,Rice,0
87.05,24.23,86.44,0,Cotton,0
21.84,21.32,83.57,0,Maize,1
55.26,31.64,35.8,0,Maize,1
44.94,43.57,66.82,1,Wheat,0
39.52,22.96,25.45,0,Rice,1
86.49,17.59,82.75,0,Wheat,1
11.85,26.76,33.09,0,Cotton,1
66.42,39.67,25.31,0,Cotton,0
91.89,33.17,50.02,0,Sugarcane,1
57.61,41.95,63.27,0,Wheat,0
89.63,46.67,84.12,0,Wheat,0
14.44,41.16,93.07,0,Wheat,1
45.6,34.93,52.96,1,Wheat,0
32.11,31.28,24.53,0,Maize,1
72.12,16.32,76.18,1,Sugarcane,0
93.41,47.48,62.39,1,Rice,0
31.81,27.65,53.59,0,Rice,1
65.6,20.02,43.2,0,Rice,0
26.84,37.0,57.68,0,Maize,1
58.05,24.38,45.4,0,Sugarcane,0
49.43,34.33,76.78,0,Sugarcane,1
92.62,34.36,60.79,1,Maize,0
61.72,29.71,85.76,0,Wheat,0
39.71,42.59,60.77,1,Cotton,0
19.7,23.74,37.87,0,Wheat,1
22.86,29.8,83.83,0,Rice,1
29.15,32.74,61.79,1,Wheat,0
31.33,36.9,35.51,0,Maize,1
82.3,40.87,66.76,0,Rice,0
57.7,28.03,46.83,0,Cotton,0
54.49,36.32,83.33,0,Rice,1
19.76,19.97,54.0,0,Wheat,1
83.11,45.78,74.48,0,Sugarcane,0
71.44,27.64,27.17,0,Sugarcane,0
15.75,39.07,49.7,0,Sugarcane,1
70.17,15.67,93.74,1,Rice,1
56.2,21.77,80.63,0,Sugarcane,0
16.95,31.07,32.0,0,Maize,1
48.96,43.98,40.83,0,Cotton,0
51.2,32.4,44.74,0,Sugarcane,0
24.09,45.69,68.78,0,Maize,1
90.38,30.97,76.77,0,Maize,0
82.25,31.18,76.21,0,Rice,0
66.87,18.95,58.24,0,Rice,0
49.3,41.49,80.81,0,Cotton,0
45.0,23.15,52.78,1,Cotton,0
65.33,44.69,29.29,0,Wheat,0
56.36,45.06,62.33,0,Cotton,0
15.29,46.13,91.42,0,Rice,1
53.56,32.17,79.47,0,Maize,0
78.54,37.34,63.4,1,Wheat,0
49.04,40.69,68.51,0,Cotton,0
14.42,19.32,89.79,1,Maize,0
76.83,34.83,52.13,0,Rice,0
27.12,16.13,44.85,0,Sugarcane,1
31.98,31.42,93.29,1,Wheat,0
24.0,20.11,84.76,0,Maize,1
38.07,21.04,44.23,1,Rice,0
74.32,27.05,54.78,0,Rice,0
54.15,29.27,51.13,0,Wheat,0
27.41,35.56,31.18,0,Wheat,1
84.62,17.46,91.84,0,Cotton,0
84.76,31.62,50.32,0,Cotton,0
84.0,21.03,85.65,0,Wheat,0
30.3,33.94,34.2,0,Wheat,1
48.36,36.03,61.09,0,Maize,0
93.72,33.37,21.8,0,Cotton,0
75.62,39.36,77.32,1,Rice,0
12.31,26.08,63.57,0,Cotton,1
15.54,40.25,66.92,0,Cotton,1
49.43,29.28,23.88,0,Wheat,0
87.28,30.98,35.83,1,Wheat,0
55.79,36.39,25.57,0,Cotton,0
52.31,15.61,41.67,1,Sugarcane,0
18.97,36.58,67.06,1,Sugarcane,0
65.83,35.41,62.46,0,Cotton,0
79.88,25.22,65.91,0,Sugarcane,0
42.34,17.83,61.19,1,Cotton,0
75.93,18.0,40.48,0,Wheat,0
91.98,45.47,38.34,0,Wheat,0
27.32,37.75,30.28,1,Wheat,0
54.48,19.19,83.68,0,Rice,1
34.41,26.77,66.24,1,Wheat,0
77.39,34.55,33.99,1,Wheat,0
59.1,42.57,33.29,0,Cotton,0
63.94,16.44,85.48,0,Sugarcane,0
77.82,22.81,75.7,0,Sugarcane,1
43.66,44.36,69.45,0,Wheat,1
87.78,15.3,50.51,1,Wheat,0
55.31,21.65,39.65,1,Wheat,0
23.43,46.65,93.46,0,Cotton,1
69.15,35.24,79.79,0,Cotton,0
77.43,23.64,42.63,0,Cotton,0
36.92,17.21,83.57,1,Sugarcane,0
82.86,15.93,76.92,0,Rice,0
87.02,23.08,42.28,1,Sugarcane,0
33.54,44.09,51.99,0,Cotton,1
93.6,28.73,33.95,1,Maize,0
21.96,38.77,28.33,0,Rice,1
27.17,45.3,74.21,0,Wheat,1
25.66,28.47,40.06,0,Sugarcane,1
85.99,21.31,81.5,1,Rice,0
65.61,32.06,94.67,0,Maize,0
22.93,44.97,25.75,0,Rice,1
47.43,41.54,55.48,0,Sugarcane,1
62.3,17.17,80.15,0,Cotton,0
17.09,37.85,79.17,0,Wheat,1
85.01,33.87,77.0,0,Cotton,0
78.31,44.95,46.17,0,Cotton,0
52.94,19.04,54.04,0,Sugarcane,0
92.21,32.62,64.62,0,Cotton,0
45.51,44.02,93.05,1,Cotton,0
93.65,28.53,44.57,0,Sugarcane,0
66.77,30.91,89.24,0,Sugarcane,0
63.95,17.33,40.2,0,Maize,0
24.11,24.18,94.18,0,Cotton,1
84.96,25.71,70.27,0,Rice,0
46.34,46.19,54.76,1,Wheat,0
23.79,24.33,66.0,1,Wheat,0
11.07,30.21,40.44,0,Sugarcane,1
57.58,37.15,40.56,0,Sugarcane,0
54.83,20.35,28.52,0,Maize,0
71.15,31.05,28.55,1,Cotton,0
85.67,39.37,46.08,1,Sugarcane,0
16.75,43.61,77.21,0,Sugarcane,1
72.18,35.67,65.6,0,Wheat,0
25.93,37.08,27.69,1,Cotton,0
82.95,19.17,83.92,0,Maize,0
79.62,46.21,65.1,0,Sugarcane,0
55.97,19.37,92.06,1,Sugarcane,0
70.37,40.56,70.26,0,Sugarcane,0
36.72,23.74,33.14,0,Wheat,1
50.05,45.81,55.53,1,Sugarcane,0
79.84,38.76,68.64,0,Sugarcane,0
49.04,39.88,22.12,0,Wheat,0
40.41,22.23,21.12,0,Sugarcane,1
52.01,29.62,29.71,0,Cotton,0
80.4,35.39,38.87,0,Cotton,0
38.49,40.41,52.22,0,Wheat,1
24.77,18.43,56.56,0,Cotton,1
70.52,46.76,30.35,1,Maize,1
80.21,44.38,70.5,0,Sugarcane,0
18.55,23.92,64.71,1,Maize,0
30.39,42.15,42.08,0,Cotton,1
22.07,32.1,21.02,1,Wheat,0
39.58,30.24,25.82,0,Wheat,1
48.28,25.38,49.38,0,Maize,0
73.65,34.17,31.55,0,Cotton,0
65.35,39.09,48.26,0,Sugarcane,0
62.78,28.56,67.11,0,Cotton,0
39.95,35.76,61.04,0,Cotton,0
81.52,38.08,37.34,1,Wheat,0
50.06,38.47,45.79,1,Rice,0
93.22,16.71,66.05,1,Sugarcane,0
63.9,43.37,84.56,0,Sugarcane,0
20.73,30.12,76.49,1,Wheat,0
67.48,23.66,61.51,1,Cotton,1
37.63,22.98,47.17,0,Wheat,1
68.34,30.94,47.38,0,Cotton,0
15.92,44.27,85.96,0,Rice,1
24.86,27.49,22.94,0,Rice,1
82.74,39.74,94.1,0,Maize,0
29.31,18.2,69.83,0,Cotton,1
81.15,30.71,71.09,0,Wheat,0
33.74,47.73,22.85,0,Wheat,1
64.64,40.42,65.41,0,Wheat,0
69.0,21.95,56.36,1,Maize,0
53.58,31.55,27.93,1,Sugarcane,0
35.95,22.71,40.84,1,Wheat,0
28.07,28.52,86.77,0,Rice,1
12.82,40.74,61.25,0,Wheat,1
35.84,40.45,51.01,0,Wheat,1
65.52,22.53,25.45,0,Wheat,0
89.76,45.43,73.56,0,Sugarcane,0
84.05,34.55,72.71,0,Wheat,0
75.12,27.54,66.05,1,Sugarcane,0
77.02,31.56,58.27,0,Sugarcane,0
66.52,34.97,52.53,0,Maize,0
32.12,33.48,64.5,0,Rice,1
87.11,31.05,37.5,0,Wheat,0
67.01,31.66,90.59,0,Wheat,0
57.64,20.82,64.16,0,Wheat,0
19.43,41.82,43.34,0,Sugarcane,1
48.0,32.88,53.73,0,Cotton,0
49.13,19.33,80.43,0,Rice,1
83.49,40.28,32.12,0,Wheat,0
56.47,45.77,41.96,0,Cotton,0
42.33,46.26,70.96,1,Cotton,0
93.03,27.18,43.66,0,Cotton,0
19.41,19.47,79.44,0,Rice,1
45.92,32.11,29.78,0,Cotton,1
13.57,18.72,77.2,0,Wheat,1
72.89,45.82,25.13,0,Wheat,0
88.04,21.06,20.94,0,Maize,0
33.8,23.34,87.37,0,Sugarcane,1
82.96,28.42,63.6,0,Cotton,1
34.84,27.64,46.39,0,Sugarcane,1
87.42,41.22,37.44,1,Sugarcane,0
74.09,30.06,66.27,1,Sugarcane,0
78.42,20.64,58.18,0,Sugarcane,0
11.53,23.82,94.37,0,Sugarcane,1
91.84,31.8,93.74,0,Wheat,0
71.77,19.87,67.63,0,Rice,0
35.9,35.18,53.22,0,Cotton,0
80.5,33.67,56.84,0,Cotton,0
33.93,38.59,71.19,1,Wheat,0
84.18,45.94,27.62,0,Wheat,0
19.57,45.1,44.63,0,Sugarcane,1
69.81,46.22,25.65,0,Rice,0
55.96,23.08,25.5,0,Cotton,0
18.21,19.34,34.69,1,Maize,0
30.56,24.98,56.39,0,Wheat,1
11.05,44.54,78.86,1,Maize,0
49.85,47.08,56.41,0,Cotton,0
35.61,43.36,45.16,0,Wheat,1
60.86,18.63,26.18,1,Cotton,0
35.27,46.27,61.27,0,Wheat,1
35.49,28.97,40.35,0,Cotton,0
73.17,15.31,66.12,0,Maize,0
14.09,29.6,93.29,0,Rice,1
86.75,16.52,28.35,0,Wheat,0
82.44,32.95,35.91,1,Maize,0
66.76,26.17,55.48,1,Cotton,0
60.42,30.62,92.65,0,Maize,0
85.85,35.23,77.89,0,Wheat,0
25.75,43.67,87.37,0,Maize,1
16.71,36.84,45.03,1,Cotton,0
30.36,29.32,94.4,1,Sugarcane,0
77.54,42.04,27.71,0,Rice,0
12.95,44.88,23.97,0,Rice,1
59.54,18.95,84.17,0,Sugarcane,0
94.61,32.55,89.54,0,Wheat,0
82.73,24.39,26.79,0,Maize,0
54.32,16.55,28.51,0,Maize,0
15.41,37.06,22.49,0,Sugarcane,1
80.67,43.47,27.84,1,Sugarcane,0
60.91,20.38,35.71,1,Cotton,0
19.77,41.81,92.76,1,Cotton,0
17.98,43.16,70.09,0,Rice,1
87.32,45.17,78.39,0,Wheat,0
66.88,23.75,78.21,0,Wheat,0
80.49,44.83,60.13,0,Sugarcane,0
84.71,25.58,79.81,0,Rice,0
58.6,33.23,64.69,1,Rice,0
53.98,16.67,43.59,0,Cotton,0
46.59,16.45,62.08,1,Maize,0
36.94,38.77,60.01,1,Wheat,0
46.94,29.67,81.76,1,Rice,0
75.78,23.46,93.63,1,Cotton,0
61.16,21.28,50.83,0,Cotton,0
85.86,37.11,77.25,1,Cotton,0
47.69,15.01,27.48,0,Maize,0
61.6,41.59,78.26,1,Rice,0
63.66,17.62,47.86,0,Sugarcane,0
60.29,21.32,22.95,0,Sugarcane,0
69.72,27.75,47.24,0,Cotton,0
30.18,31.0,65.8,0,Cotton,1
53.55,26.71,28.94,0,Maize,0
18.86,25.58,89.3,0,Cotton,1
42.68,46.81,25.83,1,Rice,0
51.45,36.17,89.75,0,Cotton,0
65.44,15.77,73.04,0,Cotton,1
90.8,29.2,44.73,0,Rice,0
61.06,43.88,49.31,0,Wheat,0
73.21,24.95,75.56,0,Sugarcane,0
53.03,18.12,65.11,0,Cotton,0
63.9,40.03,70.37,0,Rice,0
16.03,35.0,49.19,0,Sugarcane,1
31.62,33.82,56.59,0,Maize,1
40.76,16.77,94.24,0,Wheat,0
50.16,19.64,36.04,0,Cotton,0
13.88,35.54,51.34,1,Wheat,0
21.9,21.86,41.89,0,Cotton,1
33.53,31.63,77.38,0,Cotton,1
92.58,32.98,77.3,0,Cotton,1
38.16,24.36,41.93,0,Wheat,1
50.97,46.3,26.1,0,Maize,0
26.67,42.8,20.86,0,Rice,1
61.92,38.84,52.06,0,Rice,0
33.86,17.57,50.78,1,Maize,0
27.59,18.5,94.13,0,Maize,1
53.91,31.26,55.24,1,Cotton,0
10.47,20.3,39.23,0,Cotton,1
10.65,47.28,86.84,0,Rice,1
28.62,20.23,56.83,1,Cotton,0
13.12,31.09,64.94,1,Cotton,0
19.18,27.02,27.18,0,Maize,1
38.8,36.1,48.72,1,Wheat,0
78.22,19.26,90.82,0,Sugarcane,0
58.62,29.2,64.21,0,Sugarcane,0
53.58,24.07,45.84,0,Cotton,0
34.95,44.3,66.93,0,Cotton,1
89.2,16.34,88.28,1,Sugarcane,0
43.75,45.15,40.55,0,Maize,1
17.4,42.49,57.88,0,Sugarcane,1
62.45,24.82,91.9,1,Sugarcane,0
19.68,41.05,32.93,0,Sugarcane,1
39.34,16.03,73.97,0,Cotton,0
53.13,46.91,66.09,0,Cotton,0
84.31,32.38,70.98,0,Sugarcane,0
51.95,25.01,46.34,1,Cotton,0
69.69,26.97,43.54,0,Sugarcane,0
94.39,17.19,71.32,0,Maize,0
21.18,47.65,36.17,0,Cotton,1
33.35,16.3,51.47,0,Wheat,1
43.54,36.61,34.11,0,Cotton,0
45.86,29.61,20.62,1,Maize,0
44.94,46.31,92.75,0,Maize,1
87.15,23.12,52.38,0,Cotton,0
70.69,32.56,92.7,0,Rice,0
61.67,30.92,30.52,0,Sugarcane,0
36.3,38.19,64.05,0,Sugarcane,1
80.02,17.24,35.07,0,Maize,0
91.18,21.4,79.26,1,Cotton,0
79.8,22.08,78.78,0,Rice,0
10.13,39.36,28.45,0,Wheat,1
64.09,21.24,88.4,1,Sugarcane,0
14.35,33.93,34.6,0,Rice,0
31.9,22.1,65.97,0,Sugarcane,1
15.06,43.43,93.92,0,Cotton,1
61.32,46.09,86.18,0,Sugarcane,0
68.36,32.11,91.74,1,Wheat,0
19.73,26.63,45.69,0,Cotton,1
42.63,22.72,27.92,1,Maize,0
48.78,16.64,34.13,0,Rice,1
41.37,23.86,57.54,0,Sugarcane,1
20.29,36.59,79.49,0,Cotton,0
45.61,32.61,31.26,0,Cotton,0
73.85,46.15,69.48,0,Sugarcane,0
16.04,28.08,44.27,0,Maize,1
16.82,37.9,45.59,1,Sugarcane,0
40.16,31.15,69.64,0,Maize,1
90.05,31.92,55.02,0,Sugarcane,0
66.83,23.84,80.9,0,Cotton,0
67.69,30.01,31.69,0,Wheat,0
40.76,30.54,79.25,0,Wheat,0
60.46,38.32,24.82,0,Cotton,0
10.86,46.04,34.55,0,Wheat,1
64.07,25.87,69.21,1,Maize,0
87.63,16.39,84.12,0,Cotton,0
62.07,31.38,38.95,0,Maize,0
84.26,32.97,44.54,0,Cotton,0
71.54,20.56,60.28,0,Maize,0
20.25,40.1,35.87,0,Maize,1
86.71,47.5,80.84,0,Wheat,0
15.65,46.21,78.02,0,Cotton,1
55.39,21.5,30.9,1,Sugarcane,0
22.08,43.89,54.79,0,Wheat,1
11.0,38.25,78.11,0,Maize,1
45.87,29.98,45.3,0,Maize,0
35.08,32.84,67.48,1,Sugarcane,0
51.31,43.04,23.77,0,Sugarcane,0
59.06,30.84,65.65,1,Maize,0
13.72,27.32,31.45,1,Sugarcane,0
20.46,31.28,82.29,0,Rice,1
57.48,34.11,46.66,1,Wheat,0
39.17,21.24,41.12,0,Cotton,0
71.98,44.73,83.07,0,Sugarcane,0
65.44,37.25,23.76,0,Sugarcane,0
81.88,35.9,49.75,0,Rice,0
68.86,18.28,47.75,0,Cotton,0
46.54,34.94,41.36,0,Rice,1
67.2,18.99,88.38,0,Cotton,0
33.41,17.6,76.32,1,Wheat,0
36.04,32.4,24.79,0,Sugarcane,0
77.06,28.29,73.6,0,Wheat,0
47.95,34.43,59.55,1,Cotton,0
77.86,17.94,87.57,0,Sugarcane,0
79.91,29.22,43.47,0,Rice,0
82.89,20.77,63.06,1,Maize,0
87.91,47.57,57.56,0,Rice,0
46.63,33.52,56.72,0,Maize,0
37.1,37.69,54.21,0,Rice,1
59.49,25.74,35.42,1,Cotton,0
41.55,18.13,76.68,0,Wheat,0
61.09,47.2,53.85,0,Maize,0
69.97,24.45,91.89,1,Cotton,0
68.51,28.99,39.56,0,Wheat,0
41.84,36.45,71.21,1,Wheat,0
24.18,15.82,90.55,1,Sugarcane,0
46.59,41.74,69.76,1,Sugarcane,0
22.12,32.71,85.35,1,Sugarcane,0
85.66,24.18,82.06,0,Maize,0
39.4,17.03,47.01,1,Maize,0
23.13,20.36,65.01,0,Wheat,1
12.16,44.54,31.72,0,Maize,1
64.89,37.64,60.16,0,Wheat,0
64.14,23.25,37.28,1,Cotton,0
38.95,17.16,75.78,0,Rice,1
16.1,37.79,59.6,1,Wheat,0
44.82,33.89,50.84,0,Wheat,0
36.45,28.35,40.16,1,Cotton,0
67.56,27.0,94.9,1,Sugarcane,0
61.49,22.15,25.38,0,Sugarcane,0
40.99,37.1,23.27,0,Sugarcane,1
28.52,47.03,36.29,0,Wheat,1
93.98,20.8,92.83,0,Wheat,0
48.59,34.7,93.44,0,Maize,0
68.5,29.0,69.12,0,Maize,0
21.95,29.74,86.01,0,Rice,1
51.28,23.39,36.05,0,Rice,1
12.34,42.23,92.9,0,Maize,1
52.96,31.01,30.71,0,Wheat,0
91.94,32.93,27.58,1,Cotton,0
42.66,25.06,28.42,0,Maize,1
13.31,21.0,62.98,0,Wheat,1
12.63,17.84,78.57,0,Maize,1
42.98,38.57,47.5,0,Sugarcane,1
23.6,21.48,93.34,1,Maize,0
11.98,37.77,52.58,0,Sugarcane,1
74.28,27.88,31.28,0,Wheat,0
48.97,28.72,54.95,1,Sugarcane,0
34.59,30.48,70.93,0,Maize,1
86.51,27.13,82.42,0,Sugarcane,0
19.87,18.32,54.41,0,Cotton,1
91.25,25.22,64.52,0,Sugarcane,0
36.69,36.9,40.05,1,Sugarcane,1
85.51,36.97,68.44,0,Rice,0
61.25,24.45,93.95,1,Cotton,0
80.27,30.18,23.68,1,Wheat,0
93.64,21.38,86.49,0,Sugarcane,0
34.51,21.94,62.17,0,Cotton,1
91.7,15.76,38.91,0,Wheat,0
43.11,44.59,91.62,0,Cotton,0
42.77,21.95,56.25,0,Rice,1
38.93,22.51,44.88,0,Wheat,1
56.02,24.23,33.61,0,Wheat,0
23.1,19.2,38.33,1,Sugarcane,0
57.07,36.1,82.46,0,Maize,1
56.04,17.48,66.08,0,Wheat,0
74.76,19.43,88.49,1,Wheat,0
80.86,36.28,37.4,0,Rice,0
47.44,26.21,29.09,0,Rice,1
35.7,38.36,20.46,0,Rice,0
32.04,33.4,58.09,0,Sugarcane,1
26.54,23.45,94.87,0,Wheat,1
14.9,36.48,72.12,0,Rice,1
39.11,18.84,43.13,0,Rice,1
32.97,32.7,85.76,1,Cotton,0
92.15,29.43,78.63,0,Cotton,0
57.41,23.84,21.16,0,Rice,1
39.52,34.93,81.26,0,Sugarcane,1
59.34,43.75,42.54,0,Maize,0
21.83,47.96,31.23,0,Cotton,1
47.74,35.06,36.97,1,Cotton,0
63.23,28.36,55.14,0,Wheat,0
51.56,22.43,51.87,0,Wheat,0
44.15,23.48,41.67,0,Rice,1
94.48,30.82,32.92,0,Wheat,0
84.83,27.12,77.17,0,Wheat,0
62.99,45.16,94.26,0,Maize,0
58.4,27.15,78.33,0,Sugarcane,0
62.76,27.32,42.2,0,Rice,0
27.11,27.66,38.36,0,Maize,1
43.59,42.61,36.32,0,Rice,1
13.35,36.48,30.25,0,Sugarcane,1
50.42,35.27,61.35,1,Rice,0
56.16,26.03,65.41,0,Wheat,0
29.36,41.99,72.91,1,Sugarcane,0
91.94,16.27,71.02,0,Maize,0
87.3,43.74,41.92,0,Maize,0
71.38,31.92,44.77,0,Cotton,0
55.34,28.14,71.11,0,Maize,0
83.95,31.41,46.21,0,Cotton,0
21.11,37.02,35.95,0,Wheat,1
77.19,15.42,48.08,1,Maize,0
20.61,43.76,40.41,0,Sugarcane,1
77.51,29.74,26.62,0,Cotton,0
33.44,26.32,82.26,0,Maize,1
84.55,19.56,83.98,1,Wheat,0
90.24,29.5,36.48,0,Sugarcane,0
22.65,31.38,24.86,0,Sugarcane,1
49.33,28.32,75.41,1,Wheat,0
93.38,37.4,35.86,0,Maize,0
51.09,28.89,49.51,0,Rice,1
83.4,46.73,24.81,0,Maize,0
60.04,34.78,36.97,1,Cotton,0
41.9,41.65,79.47,1,Cotton,0
34.29,18.61,80.33,1,Maize,0
27.27,28.11,35.53,0,Cotton,1
74.75,26.12,45.19,1,Rice,1
42.86,33.79,30.07,0,Rice,1
53.46,43.42,25.56,0,Sugarcane,0
51.85,17.59,94.41,0,Cotton,0
59.07,17.39,69.17,0,Maize,0
83.57,43.06,60.66,0,Sugarcane,0
93.36,22.02,77.41,0,Rice,0
44.64,37.07,83.01,1,Sugarcane,0
80.34,32.91,80.5,0,Wheat,0
74.98,42.49,21.24,0,Cotton,0
58.75,19.13,34.01,1,Maize,0
91.26,19.28,69.12,0,Rice,0
27.04,33.38,48.18,0,Sugarcane,1
19.29,46.23,93.69,0,Maize,1
82.59,28.69,69.91,0,Cotton,0
47.33,25.79,91.74,0,Maize,0
81.99,35.02,35.11,0,Cotton,0
85.91,45.7,84.8,1,Cotton,0
15.31,42.62,44.1,0,Cotton,1
85.09,47.85,94.22,0,Sugarcane,0
48.11,15.74,31.83,0,Cotton,1
53.39,18.72,58.73,0,Maize,0
63.26,35.11,79.46,0,Wheat,0
88.74,42.08,52.45,1,Maize,0
11.62,24.41,55.11,0,Sugarcane,1
50.53,22.89,93.98,0,Cotton,0
68.46,40.97,51.9,1,Wheat,0
71.43,16.86,65.31,0,Sugarcane,0
68.87,27.19,24.09,0,Rice,0
21.43,31.69,83.17,0,Rice,1
35.45,33.49,68.61,0,Rice,1
40.49,39.04,50.3,1,Wheat,0
78.38,26.71,21.21,0,Maize,0
33.69,35.22,64.38,0,Wheat,0
27.91,34.32,20.95,0,Wheat,1
91.38,33.07,20.09,1,Wheat,0
10.75,36.14,66.21,1,Rice,0
94.81,23.56,34.18,0,Maize,0
67.53,17.79,34.39,0,Wheat,0
80.42,18.94,69.0,0,Maize,0
35.04,22.41,24.03,0,Cotton,0
11.22,31.51,43.51,1,Wheat,0
72.72,42.73,31.21,1,Wheat,0
80.9,38.14,63.51,1,Wheat,0
72.94,41.04,69.63,0,Cotton,0
22.14,26.58,74.09,1,Cotton,0
74.04,28.35,39.14,1,Rice,0
75.36,27.99,26.69,0,Sugarcane,0
65.98,21.33,25.9,0,Maize,0
75.12,17.02,51.96,1,Sugarcane,0
81.9,34.5,90.94,0,Wheat,0
62.16,47.64,36.33,1,Wheat,0
17.53,20.51,39.26,0,Rice,1
51.45,16.54,27.57,0,Sugarcane,0
16.6,40.72,65.42,1,Wheat,0
44.64,23.34,70.99,0,Sugarcane,1
44.6,42.38,68.22,1,Rice,0
15.61,38.23,84.58,0,Sugarcane,1
39.65,46.21,56.48,0,Maize,1
19.43,28.49,30.08,0,Rice,1
78.7,36.85,41.71,0,Sugarcane,0
90.55,30.34,69.68,0,Wheat,0
16.15,35.81,65.98,1,Cotton,0
91.18,29.84,59.83,0,Cotton,0
54.42,21.22,71.22,0,Rice,1
35.46,31.76,67.8,0,Cotton,0
16.53,32.44,86.1,0,Maize,1
52.55,41.75,63.95,1,Rice,0
77.53,39.27,78.4,0,Wheat,0
70.1,36.91,38.65,0,Wheat,1
14.27,18.74,70.86,0,Rice,1
16.2,38.78,87.66,0,Cotton,1
44.24,31.51,48.93,0,Cotton,0
35.1,44.51,78.43,0,Wheat,1
29.75,45.36,74.36,0,Maize,1
33.89,16.82,24.46,1,Cotton,0
78.3,42.08,63.61,1,Maize,0
88.98,16.24,29.76,1,Cotton,1
44.43,27.12,92.55,1,Rice,0
87.02,32.9,80.86,1,Sugarcane,0
37.33,19.89,28.23,0,Wheat,1
50.5,39.63,29.13,0,Rice,1
29.21,15.28,64.59,0,Cotton,1
64.44,20.56,45.87,1,Wheat,0
93.21,34.17,22.62,0,Sugarcane,0
61.3,38.57,60.62,0,Sugarcane,0
40.41,45.25,49.09,0,Cotton,0
65.06,38.28,27.58,0,Wheat,0
20.45,37.17,80.14,0,Cotton,1
85.54,28.01,88.63,0,Sugarcane,0
52.76,15.04,76.74,0,Rice,1
48.19,18.97,81.68,0,Rice,1
59.8,32.64,36.24,0,Maize,0
63.11,37.28,39.77,0,Sugarcane,0
16.1,28.78,35.64,0,Sugarcane,1
68.02,39.11,77.38,0,Cotton,0
30.56,32.22,91.09,0,Maize,0
70.69,17.45,73.76,0,Maize,0
79.92,21.34,86.11,0,Wheat,0
78.34,42.72,67.9,1,Cotton,0
56.96,38.92,49.07,0,Rice,1
54.21,44.53,51.93,0,Wheat,0
22.14,18.88,25.65,1,Maize,0
75.9,47.68,22.36,0,Rice,0
33.07,21.91,72.16,0,Sugarcane,1
52.22,15.39,52.88,0,Cotton,0
34.16,47.91,61.42,1,Maize,0
21.38,24.28,61.82,1,Sugarcane,0
63.51,37.04,40.8,0,Maize,0
14.62,20.83,55.69,0,Rice,1
73.63,34.15,55.31,0,Wheat,0
36.99,44.83,49.13,0,Rice,1
10.01,25.57,81.55,0,Cotton,1
53.45,37.12,53.84,0,Cotton,0
13.98,21.2,65.27,0,Maize,1
33.47,35.62,87.16,0,Rice,1
70.09,26.1,84.97,0,Wheat,0
15.33,21.97,86.78,0,Cotton,0
81.34,25.34,40.25,0,Wheat,0
10.32,20.9,22.62,0,Sugarcane,1
30.98,44.76,39.58,1,Maize,0
72.98,28.11,40.9,0,Wheat,0
36.88,23.09,88.2,0,Maize,1
18.66,29.8,68.69,0,Sugarcane,1
40.62,25.58,26.13,0,Wheat,0
32.98,39.57,30.15,0,Wheat,1
81.63,47.05,31.68,1,Sugarcane,0
36.63,29.46,67.28,0,Rice,1
77.06,43.41,75.16,0,Wheat,0
85.81,33.67,84.47,0,Wheat,0
46.87,20.19,90.55,1,Cotton,0
87.35,37.79,35.13,1,Rice,0
42.07,31.94,43.23,0,Wheat,0
91.95,36.47,38.02,0,Sugarcane,0
17.59,44.36,46.91,0,Maize,1
68.4,29.53,88.6,0,Sugarcane,0
51.97,44.74,63.13,0,Rice,1
42.95,39.77,75.36,1,Cotton,0
63.78,31.12,56.76,0,Cotton,0
69.83,34.91,22.16,0,Cotton,0
10.37,25.74,24.81,0,Sugarcane,1
24.19,47.46,60.34,0,Maize,1
70.61,37.02,73.91,0,Maize,0
66.64,16.45,36.15,0,Wheat,1
92.11,25.78,74.14,0,Maize,0
74.69,35.57,80.8,0,Maize,0
90.82,16.86,50.89,0,Wheat,0
69.72,15.79,75.98,1,Sugarcane,0
35.33,29.85,50.3,0,Sugarcane,1
18.96,25.98,70.88,0,Rice,1
76.46,29.46,77.3,0,Sugarcane,0
64.75,23.67,94.39,0,Cotton,0
14.1,20.44,45.9,1,Cotton,0
40.6,37.74,50.83,1,Rice,0
91.33,31.98,32.42,0,Maize,0
52.53,21.61,35.31,0,Rice,1
46.78,25.55,72.0,0,Wheat,0
48.9,34.53,88.78,1,Rice,0
